Iteration,Step,ActorLoss,CriticLoss,Entropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red,RWR,RewardVersion
251,25100,-0.033344,0.274603,0.256318,-41.6649,0.000000,30.5245,0.000000,0.7,0.2,102,0,44,58,0.8400,2.0000,45,89,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
252,25200,-0.045171,2.610393,0.258318,-40.7064,0.000000,29.8079,0.000000,0.7,0.2,103,0,44,59,0.8600,2.0000,45,90,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
253,25300,-0.082561,5.960380,0.260473,-39.7602,0.000000,28.9815,0.000000,1.0,0.2,104,0,44,60,0.8800,2.0000,45,91,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
254,25400,-0.052717,2.454596,0.260101,-39.7602,0.000000,28.9815,0.000000,1.0,0.2,104,0,44,60,0.8800,2.0000,45,91,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
255,25500,-0.054095,0.178101,0.259222,-39.7602,0.000000,28.9815,0.000000,1.0,0.2,104,0,44,60,0.8800,2.0000,45,91,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
256,25600,-0.031408,4.383333,0.259744,-39.7602,0.000000,28.9815,0.000000,1.0,0.2,104,0,44,60,0.8800,2.0000,45,91,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
257,25700,-0.011226,0.160665,0.259813,-39.7602,0.000000,28.9815,0.000000,1.0,0.2,104,0,44,60,0.8800,2.0000,45,91,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
258,25800,-0.038419,2.081649,0.259016,-38.9809,0.000000,28.2892,0.000000,1.0,0.2,105,0,44,61,0.9000,2.0000,45,92,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
259,25900,-0.045612,3.773658,0.260125,-38.0271,0.000000,27.5334,0.000000,1.0,0.2,106,0,44,62,0.9200,2.0000,45,93,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
260,26000,-0.049616,0.293680,0.262011,-38.0271,0.000000,27.5334,0.000000,1.0,0.2,106,0,44,62,0.9200,2.0000,45,93,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
261,26100,-0.048272,1.444009,0.263658,-38.0271,0.000000,27.5334,0.000000,1.0,0.2,106,0,44,62,0.9200,2.0000,45,93,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
262,26200,-0.063175,47.729477,0.264777,-38.7702,0.000000,27.9906,0.000000,1.0,0.2,107,0,45,62,0.9000,2.0000,45,95,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
263,26300,-0.050067,0.462784,0.265494,-38.7702,0.000000,27.9906,0.000000,1.0,0.2,107,0,45,62,0.9000,2.0000,45,95,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
264,26400,-0.065551,1.483891,0.266613,-38.0663,0.000000,28.4182,0.000000,1.0,0.2,108,0,45,63,0.9200,2.0000,45,95,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
265,26500,-0.053316,40.409344,0.267062,-39.0640,0.000000,29.1183,0.000000,1.0,0.2,109,0,46,63,0.9000,2.0000,45,97,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
266,26600,-0.061408,2.526947,0.265755,-39.0640,0.000000,29.1183,0.000000,1.0,0.2,109,0,46,63,0.9000,2.0000,45,97,0,0,0,45,0.000000,0.737705,0.000000,0.000000,fixed_ta_v1
267,26700,-0.058639,18.585464,0.264356,-39.9282,0.000000,29.8205,0.000000,1.0,0.2,110,0,47,63,0.8800,2.0000,45,99,0,0,0,45,0.000000,0.737705,0.000000,0.000000,fixed_ta_v1
268,26800,-0.051458,1.892388,0.264618,-39.9282,0.000000,29.8205,0.000000,1.0,0.2,110,0,47,63,0.8800,2.0000,45,99,0,0,0,45,0.000000,0.737705,0.000000,0.000000,fixed_ta_v1
269,26900,-0.061715,0.974129,0.265665,-39.9282,0.000000,29.8205,0.000000,1.0,0.2,110,0,47,63,0.8800,2.0000,45,99,0,0,0,45,0.000000,0.737705,0.000000,0.000000,fixed_ta_v1
270,27000,-0.053079,0.337756,0.267303,-39.9282,0.000000,29.8205,0.000000,1.0,0.2,110,0,47,63,0.8800,2.0000,45,99,0,0,0,45,0.000000,0.737705,0.000000,0.000000,fixed_ta_v1
271,27100,-0.066526,1.638060,0.267296,-38.9450,0.000000,29.3422,0.000000,1.0,0.2,111,0,47,64,0.9000,2.0000,46,99,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
272,27200,-0.053403,0.995750,0.264864,-38.9450,0.000000,29.3422,0.000000,1.0,0.2,111,0,47,64,0.9000,2.0000,46,99,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
273,27300,-0.058756,0.556937,0.262455,-38.9978,0.000000,29.3394,0.000000,1.0,0.2,112,0,47,65,0.9000,2.0000,46,100,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
274,27400,-0.072205,0.357818,0.261604,-38.9978,0.000000,29.3394,0.000000,1.0,0.2,112,0,47,65,0.9000,2.0000,46,100,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
275,27500,-0.061253,1.568697,0.261408,-38.9978,0.000000,29.3394,0.000000,1.0,0.2,112,0,47,65,0.9000,2.0000,46,100,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
276,27600,-0.045650,0.577503,0.263462,-38.9978,0.000000,29.3394,0.000000,1.0,0.2,112,0,47,65,0.9000,2.0000,46,100,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
277,27700,-0.061305,1.189642,0.262697,-38.3968,0.000000,28.8453,0.000000,1.0,0.2,113,0,47,66,0.9200,2.0000,46,101,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
278,27800,-0.020309,0.367423,0.261668,-38.3968,0.000000,28.8453,0.000000,1.0,0.2,113,0,47,66,0.9200,2.0000,46,101,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
279,27900,-0.048736,1.152927,0.261750,-37.7642,0.000000,28.4520,0.000000,1.0,0.2,114,0,47,67,0.9400,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
280,28000,-0.043344,0.137912,0.262476,-37.7642,0.000000,28.4520,0.000000,1.0,0.2,114,0,47,67,0.9400,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
281,28100,-0.070181,3.612402,0.261947,-37.7642,0.000000,28.4520,0.000000,1.0,0.2,114,0,47,67,0.9400,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
282,28200,-0.039150,0.203023,0.261003,-37.7642,0.000000,28.4520,0.000000,1.0,0.2,114,0,47,67,0.9400,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
283,28300,-0.036084,0.566388,0.261933,-37.1329,0.000000,29.0049,0.000000,1.0,0.2,115,0,47,68,0.9600,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
284,28400,-0.061910,0.573710,0.262439,-37.1329,0.000000,29.0049,0.000000,1.0,0.2,115,0,47,68,0.9600,2.0000,46,102,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
285,28500,-0.054880,0.939727,0.262687,-36.3117,0.000000,28.4607,0.000000,1.0,0.2,116,0,47,69,0.9800,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
286,28600,-0.066168,0.164913,0.261537,-36.3117,0.000000,28.4607,0.000000,1.0,0.2,116,0,47,69,0.9800,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
287,28700,-0.055522,1.711850,0.260419,-36.3117,0.000000,28.4607,0.000000,1.0,0.2,116,0,47,69,0.9800,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
288,28800,-0.046667,0.198166,0.261371,-36.3117,0.000000,28.4607,0.000000,1.0,0.2,116,0,47,69,0.9800,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
289,28900,-0.000062,0.627189,0.262243,-34.7909,0.000000,28.1836,0.000000,1.0,0.2,117,0,47,70,1.0200,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
290,29000,-0.065407,0.566131,0.262393,-34.7909,0.000000,28.1836,0.000000,1.0,0.2,117,0,47,70,1.0200,2.0000,46,103,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
291,29100,-0.040217,1.036513,0.261389,-35.0539,0.000000,28.1552,0.000000,1.0,0.1,118,0,47,71,1.0200,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
292,29200,-0.053721,0.286119,0.260597,-35.0539,0.000000,28.1552,0.000000,1.0,0.1,118,0,47,71,1.0200,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
293,29300,-0.066423,0.058479,0.260125,-35.0539,0.000000,28.1552,0.000000,1.0,0.1,118,0,47,71,1.0200,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
294,29400,-0.069346,0.139384,0.259015,-35.0539,0.000000,28.1552,0.000000,1.0,0.1,118,0,47,71,1.0200,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
295,29500,-0.063913,0.076029,0.257782,-34.4660,0.000000,28.6219,0.000000,1.0,0.1,119,0,47,72,1.0400,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
296,29600,-0.029215,0.135484,0.257605,-34.4660,0.000000,28.6219,0.000000,1.0,0.1,119,0,47,72,1.0400,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
297,29700,-0.049869,0.061556,0.258223,-34.0914,0.000000,28.9740,0.000000,1.0,0.1,120,0,47,73,1.0600,2.0000,46,104,0,0,0,46,0.000000,0.754098,0.000000,0.000000,fixed_ta_v1
298,29800,-0.060597,0.098212,0.261053,-34.0914,0.000000,28.9740,0.000000,1.0,0.1,120,0,47,73,1.0600,2.0000,46,104,0,0,0,46,0.000000,0.741935,0.000000,0.000000,fixed_ta_v1
299,29900,-0.063301,0.189853,0.262986,-34.0914,0.000000,28.9740,0.000000,1.0,0.1,120,0,47,73,1.0600,2.0000,46,104,0,0,0,46,0.000000,0.741935,0.000000,0.000000,fixed_ta_v1
300,30000,-0.058417,0.070548,0.264076,-34.0914,0.000000,28.9740,0.000000,1.0,0.1,120,0,47,73,1.0600,2.0000,46,104,0,0,0,46,0.000000,0.741935,0.000000,0.000000,fixed_ta_v1
301,30100,-0.036737,0.080722,0.264556,-33.4856,0.000000,29.3168,0.000000,1.0,0.1,121,0,47,74,1.0800,2.0000,46,104,0,0,0,46,0.000000,0.741935,0.000000,0.000000,fixed_ta_v1
302,30200,-0.044983,0.322218,0.263375,-33.4856,0.000000,29.3168,0.000000,1.0,0.1,121,0,47,74,1.0800,2.0000,46,104,0,0,0,46,0.000000,0.741935,0.000000,0.000000,fixed_ta_v1
303,30300,-0.044809,1.645156,0.261283,-34.2559,0.000000,28.7066,0.000000,1.0,0.1,122,0,47,75,1.0600,2.0000,47,104,0,0,0,47,0.000000,0.758065,0.000000,0.000000,fixed_ta_v1
304,30400,-0.050260,0.195625,0.259892,-34.2559,0.000000,28.7066,0.000000,1.0,0.1,122,0,47,75,1.0600,2.0000,47,104,0,0,0,47,0.000000,0.734375,0.000000,0.000000,fixed_ta_v1
305,30500,-0.060203,18.260498,0.261368,-34.3460,0.000000,28.7903,0.000000,1.0,0.1,123,0,48,75,1.0600,2.0000,49,104,0,0,0,49,0.000000,0.765625,0.000000,0.000000,fixed_ta_v1
306,30600,-0.049542,0.077216,0.262319,-34.3460,0.000000,28.7903,0.000000,1.0,0.1,123,0,48,75,1.0600,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
307,30700,-0.056223,0.043839,0.260947,-33.8961,0.000000,29.1884,0.000000,1.0,0.1,124,0,48,76,1.0800,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
308,30800,-0.059222,0.079993,0.259438,-33.8961,0.000000,29.1884,0.000000,1.0,0.1,124,0,48,76,1.0800,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
309,30900,-0.042129,0.033970,0.260427,-33.8961,0.000000,29.1884,0.000000,1.0,0.1,124,0,48,76,1.0800,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
310,31000,-0.054693,0.015580,0.260281,-33.8961,0.000000,29.1884,0.000000,1.0,0.1,124,0,48,76,1.0800,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
311,31100,-0.049424,0.118692,0.259591,-33.0350,0.000000,29.5936,0.000000,1.0,0.1,125,0,48,77,1.1000,2.0000,49,104,0,0,0,49,0.000000,0.753846,0.000000,0.000000,fixed_ta_v1
312,31200,-0.061347,0.049644,0.257669,-33.0350,0.000000,29.5936,0.000000,1.0,0.1,125,0,48,77,1.1000,2.0000,49,104,0,0,0,49,0.000000,0.742424,0.000000,0.000000,fixed_ta_v1
313,31300,-0.041104,0.806813,0.257000,-32.4371,0.000000,29.9829,0.000000,1.0,0.1,126,0,48,78,1.1200,2.0000,49,104,0,0,0,49,0.000000,0.742424,0.000000,0.000000,fixed_ta_v1
314,31400,-0.046605,0.162229,0.257880,-32.4371,0.000000,29.9829,0.000000,1.0,0.1,126,0,48,78,1.1200,2.0000,49,104,0,0,0,49,0.000000,0.731343,0.000000,0.000000,fixed_ta_v1
315,31500,-0.054229,1.565706,0.256652,-32.4371,0.000000,29.9829,0.000000,1.0,0.1,126,0,48,78,1.1200,2.0000,49,104,0,0,0,49,0.000000,0.731343,0.000000,0.000000,fixed_ta_v1
316,31600,-0.059574,0.278886,0.254823,-32.4371,0.000000,29.9829,0.000000,1.0,0.1,126,0,48,78,1.1200,2.0000,49,104,0,0,0,49,0.000000,0.731343,0.000000,0.000000,fixed_ta_v1
317,31700,-0.060029,2.595031,0.253482,-33.3224,0.000000,29.2332,0.000000,0.8,0.1,127,0,48,79,1.1000,2.0000,50,104,0,0,0,50,0.000000,0.746269,0.000000,0.000000,fixed_ta_v1
318,31800,-0.054743,4.293518,0.252279,-33.3224,0.000000,29.2332,0.000000,0.8,0.1,127,0,48,79,1.1000,2.0000,50,104,0,0,0,50,0.000000,0.746269,0.000000,0.000000,fixed_ta_v1
319,31900,-0.044088,41.143573,0.252521,-33.1835,0.000000,29.3808,0.000000,0.8,0.2,129,0,49,80,1.1000,2.0000,51,106,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
320,32000,-0.053199,0.261543,0.252510,-33.1835,0.000000,29.3808,0.000000,0.8,0.2,129,0,49,80,1.1000,2.0000,51,106,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
321,32100,-0.065564,9.265703,0.253035,-33.1835,0.000000,29.3808,0.000000,0.8,0.2,129,0,49,80,1.1000,2.0000,51,106,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
322,32200,-0.047460,45.495844,0.254744,-33.3395,0.000000,29.6039,0.000000,0.8,0.2,130,0,50,80,1.1000,2.0000,51,108,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
323,32300,-0.056492,28.606409,0.256624,-34.0837,0.000000,30.1882,0.000000,0.8,0.2,131,0,51,80,1.0800,2.0000,51,110,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
324,32400,-0.041968,0.562344,0.258346,-34.0837,0.000000,30.1882,0.000000,0.8,0.2,131,0,51,80,1.0800,2.0000,51,110,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
325,32500,-0.046647,0.057672,0.261423,-34.0837,0.000000,30.1882,0.000000,0.8,0.2,131,0,51,80,1.0800,2.0000,51,110,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
326,32600,-0.052437,39.210084,0.262567,-34.1853,0.000000,30.3209,0.000000,0.8,0.2,132,0,52,80,1.0800,2.0000,51,112,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
327,32700,-0.042022,0.178180,0.262363,-34.1853,0.000000,30.3209,0.000000,0.8,0.2,132,0,52,80,1.0800,2.0000,51,112,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
328,32800,-0.043205,3.486034,0.261516,-32.5188,0.000000,29.6369,0.000000,0.8,0.1,133,0,52,81,1.1200,2.0000,51,112,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
329,32900,-0.044146,1.279268,0.260777,-32.5188,0.000000,29.6369,0.000000,0.8,0.1,133,0,52,81,1.1200,2.0000,51,112,0,0,0,51,0.000000,0.761194,0.000000,0.000000,fixed_ta_v1
330,33000,-0.051023,24.249862,0.260376,-31.8840,0.000000,28.5490,0.000000,0.8,0.2,134,0,53,81,1.1200,2.0000,52,113,0,0,0,52,0.000000,0.764706,0.000000,0.000000,fixed_ta_v1
331,33100,-0.050119,0.352879,0.261084,-31.8840,0.000000,28.5490,0.000000,0.8,0.2,134,0,53,81,1.1200,2.0000,52,113,0,0,0,52,0.000000,0.753623,0.000000,0.000000,fixed_ta_v1
332,33200,-0.042719,3.293594,0.261656,-31.8612,0.000000,28.5420,0.000000,0.8,0.2,135,0,53,82,1.1200,2.0000,52,114,0,0,0,52,0.000000,0.742857,0.000000,0.000000,fixed_ta_v1
333,33300,-0.052210,0.302308,0.262069,-31.8612,0.000000,28.5420,0.000000,0.8,0.2,135,0,53,82,1.1200,2.0000,52,114,0,0,0,52,0.000000,0.732394,0.000000,0.000000,fixed_ta_v1
334,33400,-0.044782,24.261926,0.259700,-32.7523,0.000000,29.0546,0.000000,0.8,0.2,136,0,54,82,1.1000,2.0000,53,115,0,0,0,53,0.000000,0.746479,0.000000,0.000000,fixed_ta_v1
335,33500,-0.042336,0.599243,0.260516,-32.7523,0.000000,29.0546,0.000000,0.8,0.2,136,0,54,82,1.1000,2.0000,53,115,0,0,0,53,0.000000,0.746479,0.000000,0.000000,fixed_ta_v1
336,33600,-0.041603,3.163671,0.263142,-32.6141,0.000000,29.0277,0.000000,0.8,0.2,137,0,54,83,1.1000,2.0000,54,115,0,0,0,54,0.000000,0.739726,0.000000,0.000000,fixed_ta_v1
337,33700,-0.038928,0.211922,0.265220,-32.6141,0.000000,29.0277,0.000000,0.8,0.2,137,0,54,83,1.1000,2.0000,54,115,0,0,0,54,0.000000,0.739726,0.000000,0.000000,fixed_ta_v1
338,33800,-0.058300,25.062853,0.265425,-34.0143,0.000000,29.3174,0.000000,0.8,0.3,138,0,55,83,1.0600,2.0000,55,116,0,0,0,55,0.000000,0.733333,0.000000,0.000000,fixed_ta_v1
339,33900,-0.047659,0.287183,0.265670,-34.0143,0.000000,29.3174,0.000000,0.8,0.3,138,0,55,83,1.0600,2.0000,55,116,0,0,0,55,0.000000,0.733333,0.000000,0.000000,fixed_ta_v1
340,34000,-0.061470,0.899995,0.266000,-33.8738,0.000000,29.3438,0.000000,0.8,0.3,139,0,55,84,1.0600,2.0000,56,116,0,0,0,56,0.000000,0.727273,0.000000,0.000000,fixed_ta_v1
341,34100,-0.046635,11.986818,0.266231,-34.5998,0.000000,29.9142,0.000000,0.8,0.3,140,0,56,84,1.0400,2.0000,57,117,0,0,0,57,0.000000,0.740260,0.000000,0.000000,fixed_ta_v1
342,34200,-0.044488,17.521904,0.267877,-36.4150,0.000000,29.3196,0.000000,0.8,0.4,141,0,57,84,1.0000,2.0000,58,118,0,0,0,58,0.000000,0.734177,0.000000,0.000000,fixed_ta_v1
343,34300,-0.051325,4.790488,0.267233,-36.4150,0.000000,29.3196,0.000000,0.8,0.4,141,0,57,84,1.0000,2.0000,58,118,0,0,0,58,0.000000,0.734177,0.000000,0.000000,fixed_ta_v1
344,34400,-0.046450,31.713172,0.264154,-36.8445,0.000000,29.5000,0.000000,0.8,0.4,142,0,58,84,0.9800,2.0000,60,118,0,0,0,60,0.000000,0.740741,0.000000,0.000000,fixed_ta_v1
345,34500,-0.053308,0.711826,0.263494,-36.8445,0.000000,29.5000,0.000000,0.8,0.4,142,0,58,84,0.9800,2.0000,60,118,0,0,0,60,0.000000,0.740741,0.000000,0.000000,fixed_ta_v1
346,34600,-0.053787,65.808870,0.261818,-38.3582,0.000000,29.1389,0.000000,0.8,0.4,143,0,59,84,0.9400,2.0000,61,119,0,0,0,61,0.000000,0.743902,0.000000,0.000000,fixed_ta_v1
347,34700,-0.032873,0.819504,0.261779,-39.1199,0.000000,28.4459,0.000000,0.8,0.4,144,0,59,85,0.9200,2.0000,62,119,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
348,34800,-0.062704,1.397909,0.263952,-39.1199,0.000000,28.4459,0.000000,0.8,0.4,144,0,59,85,0.9200,2.0000,62,119,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
349,34900,-0.052011,0.711158,0.264611,-39.1199,0.000000,28.4459,0.000000,0.8,0.4,144,0,59,85,0.9200,2.0000,62,119,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
350,35000,-0.045877,0.434132,0.264619,-39.1199,0.000000,28.4459,0.000000,0.8,0.4,144,0,59,85,0.9200,2.0000,62,119,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
351,35100,-0.055882,0.423145,0.262748,-39.1199,0.000000,28.4459,0.000000,0.8,0.4,144,0,59,85,0.9200,2.0000,62,119,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
352,35200,-0.056216,0.718061,0.263510,-38.2473,0.000000,28.0595,0.000000,0.8,0.4,145,0,59,86,0.9400,2.0000,62,120,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
353,35300,-0.052782,0.583421,0.266771,-37.4250,0.000000,28.6688,0.000000,0.8,0.4,146,0,59,87,0.9600,2.0000,62,120,0,0,0,62,0.000000,0.756098,0.000000,0.000000,fixed_ta_v1
354,35400,-0.056143,2.344930,0.267880,-37.4250,0.000000,28.6688,0.000000,0.8,0.4,146,0,59,87,0.9600,2.0000,62,120,0,0,0,62,0.000000,0.738095,0.000000,0.000000,fixed_ta_v1
355,35500,-0.050850,16.681797,0.269549,-38.7912,0.000000,29.4906,0.000000,0.8,0.5,148,0,61,87,0.9200,2.0000,64,122,0,0,0,64,0.000000,0.761905,0.000000,0.000000,fixed_ta_v1
356,35600,-0.045903,1.742359,0.268651,-38.7912,0.000000,29.4906,0.000000,0.8,0.5,148,0,61,87,0.9200,2.0000,64,122,0,0,0,64,0.000000,0.761905,0.000000,0.000000,fixed_ta_v1
