Iteration,Step,ActorLoss,CriticLoss,LatentEntropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
200,400000,-0.214035,34.374528,5.567784,-392.6051,0.000730,64.7833,0.000000,0.2,11.4,1370,1,1369,0,0.0000,2.9200,3643,466,50,2,50,3643,0.438596,0.402319,0.012655,0.013725,0.000730,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.283717,-0.427906,-0.172500,-0.057500,39.435501,13.145167,0.000000,0.000000,-0.000052,-0.000017,-342.984253,-114.328084,-87.600000,1.556327,1.534191,1.573954,0.442272,45,1490,3,57,118020,6357,21713,32689,12420,11761,6134,96037,0,1,0,0,3,58,0.066667,0.038255,0.000381,0.045581,6442.957446,5438.823541,8403.704845,8427.465051,29.787605,25.277580,119.660174,119.387507,96.621036,4845.847771,0.000000,4701.808305,3417.244740,4407.418180,5599.699649,22.924284,22.345825,153.056530,158.650139,-27.865419,1908.617106,0.081967,0.743252,0.059739,0.089747,0.047513,0.041956
201,402000,-0.276725,99.401366,5.603794,-403.6883,0.000728,64.5304,0.000000,0.2,12.1,1374,1,1373,0,0.0000,2.9200,3651,470,50,2,50,3651,0.434783,0.401827,0.012618,0.013695,0.000728,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.280776,-0.426925,-0.175813,-0.058604,41.865910,13.955303,0.000000,0.000000,-0.000052,-0.000017,-356.497421,-118.832474,-87.600000,1.576968,1.550208,1.596380,0.455427,15,1061,1,31,90550,15900,10928,33850,27078,8760,1008,61300,0,0,0,0,1,31,0.066667,0.029218,0.000166,0.031344,588.388756,588.388756,588.388756,588.388756,39.487824,39.487824,95.654627,95.654627,230.994514,456.145626,0.000000,4908.239458,3127.854643,3930.289580,6638.800358,18.014688,12.087070,139.141696,135.206637,17.649342,1529.240538,0.212121,0.745425,0.063441,0.092832,0.053405,0.044086
202,404000,-0.161788,70.396060,5.641900,-409.5319,0.000726,71.4534,0.000000,0.3,12.8,1377,1,1376,0,0.0000,2.9200,3658,472,50,2,50,3658,0.434783,0.400921,0.012591,0.013669,0.000727,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.317033,-0.439011,-0.177721,-0.059240,44.952289,14.984096,0.000000,0.000000,-0.000052,-0.000017,-365.389291,-121.796430,-87.600000,1.597588,1.562411,1.622102,0.468367,0,1423,0,38,108159,11900,4590,40654,32747,6592,0,67505,0,4,0,0,0,42,0.000000,0.026704,0.000000,0.035003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3980.931615,3287.767937,3815.344901,4271.858059,21.538032,19.165037,138.138334,144.460034,3.787158,1923.131640,0.189189,0.745813,0.061039,0.079761,0.057827,0.045530
203,406000,-0.219285,74.770930,5.677113,-404.2697,0.000724,69.9389,0.000000,0.3,11.9,1382,1,1381,0,0.0000,2.9400,3668,477,50,2,50,3668,0.434783,0.400175,0.012545,0.013631,0.000724,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.364809,-0.454936,-0.182700,-0.060900,41.646207,13.882069,0.000000,0.000000,-0.000052,-0.000017,-356.168256,-118.722752,-88.200000,1.613377,1.577641,1.638625,0.478199,0,1125,0,42,138835,22126,10230,70485,57601,8771,0,68350,0,7,0,0,0,49,0.000000,0.037333,0.000000,0.015961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3778.487337,3011.751538,3492.416740,3972.733378,28.848257,28.394648,132.468008,131.547120,7.687988,1934.017647,0.189189,0.755898,0.075377,0.104787,0.066494,0.054851
204,408000,-0.263102,112.680988,5.706573,-399.2407,0.000720,75.1019,0.000000,0.3,11.7,1388,1,1387,0,0.0000,2.9400,3676,487,50,2,50,3676,0.416667,0.398915,0.012491,0.013602,0.000721,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.392118,-0.464039,-0.185002,-0.061667,41.810322,13.936774,0.000000,0.000000,-0.000052,-0.000017,-351.273777,-117.091259,-88.200000,1.629441,1.595359,1.657522,0.488112,220,1547,5,49,143311,24862,15444,70512,51297,9513,5151,78164,45,17,0,0,50,66,0.022727,0.031674,0.001535,0.021940,6255.604674,5043.370277,5293.188219,8916.153538,37.073456,42.214953,138.142148,123.332242,62.998406,3067.850990,0.400000,4211.629433,3607.031613,4097.163516,4650.994644,24.203424,23.282785,140.000229,139.947042,10.695127,2107.429987,0.183673,0.756213,0.078949,0.125871,0.057651,0.053327
205,410000,-0.306704,77.242379,5.733292,-394.1894,0.000718,78.9478,0.000000,0.4,11.6,1392,1,1391,0,0.0000,2.9000,3686,489,52,2,52,3686,0.429752,0.398099,0.012934,0.014107,0.000719,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.390183,-0.463394,-0.186872,-0.062291,41.584387,13.861462,0.000000,0.000000,-0.000052,-0.000017,-347.196556,-115.732185,-87.000000,1.641979,1.603673,1.670944,0.495753,15,1105,1,44,124360,15884,8470,51617,41136,6504,604,73597,0,2,0,0,1,46,0.066667,0.039819,0.000121,0.021408,2906.635003,2906.635003,2906.635003,2906.635003,40.413770,40.413770,115.091067,115.091067,148.409839,1136.117075,1.000000,4266.136164,3605.818117,4113.889127,4639.042615,21.678399,16.009363,135.994638,136.006300,10.927055,1809.369600,0.214286,0.754465,0.074460,0.103732,0.060099,0.059550
206,412000,-0.312253,71.247234,5.758037,-396.4375,0.000716,82.6027,0.000000,0.4,11.1,1396,1,1395,0,0.0000,2.9000,3694,493,52,2,52,3694,0.422764,0.396735,0.012897,0.014077,0.000717,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.451360,-0.483787,-0.191268,-0.063756,39.247261,13.082420,0.000000,0.000000,-0.000052,-0.000017,-347.041972,-115.680657,-87.000000,1.657330,1.620902,1.681138,0.505082,42,1515,2,52,124168,17069,8244,46838,34313,7422,2224,80938,0,0,0,0,2,52,0.047619,0.034323,0.000338,0.032346,7174.964238,6269.280261,7174.964238,8080.648215,41.082379,41.082379,140.479051,140.479051,-26.241019,3402.292843,0.000000,4231.165753,3640.143365,4162.924184,4690.735437,26.780194,28.060534,142.061066,149.460262,-21.049685,1934.379009,0.127273,0.754970,0.075919,0.111142,0.060224,0.056392
207,414000,-0.312968,59.971473,5.785344,-393.8090,0.000714,76.9971,0.000000,0.3,11.3,1400,1,1399,0,0.0000,2.8800,3702,497,53,2,53,3702,0.427419,0.395555,0.013098,0.014317,0.000715,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.434625,-0.478208,-0.192655,-0.064218,39.973819,13.324606,0.000000,0.000000,-0.000052,-0.000017,-345.755355,-115.251785,-86.400000,1.671969,1.630967,1.703955,0.513835,15,1273,1,48,115889,13528,14601,36781,27167,9258,3120,89704,0,0,0,0,1,48,0.066667,0.037706,0.000129,0.034610,8945.973950,8945.973950,8945.973950,8945.973950,42.619501,42.619501,154.478036,154.478036,7.617685,2991.478742,0.000000,3691.134957,2710.974141,3443.603392,4224.464533,24.773582,23.622345,150.563965,160.811555,-5.747460,1733.522912,0.195652,0.759535,0.084650,0.131134,0.056834,0.065983
208,416000,-0.254800,47.167108,5.815957,-394.5055,0.000713,76.3973,0.000000,0.4,11.6,1402,1,1401,0,0.0000,2.8800,3706,499,53,2,53,3706,0.424000,0.393878,0.013080,0.014301,0.000714,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.443289,-0.481096,-0.194803,-0.064934,41.137742,13.712581,0.000000,0.000000,-0.000052,-0.000017,-347.605019,-115.868340,-86.400000,1.691609,1.652819,1.719162,0.525540,15,1485,1,50,120551,12349,13270,40458,34652,6859,1554,84863,0,2,0,0,1,52,0.066667,0.033670,0.000124,0.036705,8948.485080,8948.485080,8948.485080,8948.485080,40.653974,40.653974,164.667028,164.667028,-47.435435,2452.465045,0.000000,4368.819421,3517.229369,4061.960494,4605.094402,25.083576,26.383664,147.690569,155.009035,-9.189853,2087.588233,0.166667,0.767210,0.088546,0.128191,0.070687,0.066760
209,418000,-0.321826,120.570874,5.853739,-391.4156,0.000710,77.0851,0.000000,0.4,12.2,1409,1,1408,0,0.0000,2.8800,3723,503,53,2,53,3723,0.424000,0.394135,0.013015,0.014236,0.000710,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.430769,-0.476923,-0.194379,-0.064793,43.771090,14.590363,0.000000,0.000000,0.000000,0.000000,-347.161368,-115.720456,-86.400000,1.713938,1.674487,1.738454,0.538658,0,1202,0,37,119087,23815,5640,54693,47801,5953,0,64394,0,17,0,0,0,54,0.000000,0.030782,0.000000,0.021977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4192.224369,3555.876647,4053.103058,4500.825500,27.242498,27.501522,125.223846,120.488541,27.549864,2431.945844,0.297297,0.765817,0.089291,0.123982,0.072097,0.071795
210,420000,-0.307072,71.201276,5.883601,-390.3006,0.000708,76.1345,0.000000,0.3,11.6,1413,1,1412,0,0.0000,2.9200,3729,509,53,2,53,3729,0.424000,0.392237,0.012978,0.014213,0.000708,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.457317,-0.485772,-0.195229,-0.065076,40.796782,13.598927,0.000000,0.000000,0.000000,0.000000,-341.844723,-113.948241,-87.600000,1.725707,1.691000,1.747760,0.545533,0,2188,0,61,158228,19490,9250,66588,53278,7525,0,91640,0,0,0,0,0,61,0.000000,0.027879,0.000000,0.032859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4333.639859,3670.735215,4130.348762,4878.587064,24.693190,24.138184,147.528472,160.216499,-21.812288,1908.236274,0.107143,0.771126,0.093076,0.133485,0.073099,0.072645
211,422000,-0.188743,62.718675,5.910572,-390.5925,0.000706,78.9795,0.000000,0.4,11.6,1417,1,1416,0,0.0000,2.8800,3736,514,55,2,55,3736,0.423077,0.391368,0.013412,0.014722,0.000706,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.492142,-0.497381,-0.198536,-0.066179,40.482770,13.494257,0.000000,0.000000,0.000000,0.000000,-342.984538,-114.328179,-86.400000,1.746058,1.708996,1.766630,0.557246,134,1173,5,39,108138,15711,13961,43636,27258,10957,6584,71228,30,7,0,0,35,46,0.037313,0.033248,0.001239,0.026881,6188.409729,5004.628719,6062.230504,7166.097120,40.144129,41.584320,125.684335,117.461751,102.526823,2352.375463,0.750000,4201.868296,3626.755999,4116.000817,4619.035326,26.720690,26.097193,136.098675,129.038318,23.946040,2027.123594,0.159091,0.765883,0.087442,0.135814,0.058915,0.067597
212,424000,-0.412519,92.460046,5.939131,-390.4480,0.000703,73.6296,0.000000,0.4,11.3,1422,1,1421,0,0.0000,2.8800,3747,518,56,2,56,3747,0.430769,0.390760,0.013599,0.014945,0.000704,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.477681,-0.492560,-0.197533,-0.065844,40.238853,13.412951,0.000000,0.000000,0.000000,0.000000,-342.611550,-114.203850,-86.400000,1.756480,1.713238,1.778610,0.563159,0,1429,0,43,131650,16203,5645,61915,50413,8522,0,69735,0,15,0,0,0,58,0.000000,0.030091,0.000000,0.023080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3918.528421,3286.703312,3944.925572,4414.999183,23.553810,21.866647,134.504907,136.282230,22.076397,1772.475368,0.268293,0.770340,0.102308,0.143897,0.077877,0.085152
213,426000,-0.365216,89.758047,5.956421,-380.9243,0.000701,65.8794,0.000000,0.3,10.2,1427,1,1426,0,0.0000,2.8800,3756,524,56,2,56,3756,0.430769,0.389910,0.013551,0.014909,0.000701,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.388281,-0.462760,-0.190499,-0.063500,34.982243,11.660748,0.000000,0.000000,0.000000,0.000000,-327.927623,-109.309208,-86.400000,1.768376,1.720184,1.792660,0.569874,0,1442,0,44,133304,19360,14351,59311,45834,10058,0,76932,0,3,0,0,0,47,0.000000,0.030513,0.000000,0.024313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4020.584001,3239.944505,3818.141178,4821.183284,22.958352,20.777943,138.232143,141.064752,12.281802,1897.102852,0.204545,0.778701,0.098261,0.137250,0.066649,0.090885
214,428000,-0.247081,32.707948,5.980739,-378.7353,0.000700,66.6619,0.000000,0.3,10.2,1428,1,1427,0,0.0000,2.8800,3758,525,56,2,56,3758,0.430769,0.388223,0.013542,0.014902,0.000701,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.392667,-0.464222,-0.190221,-0.063407,35.262342,11.754114,0.000000,0.000000,0.000000,0.000000,-326.014635,-108.671545,-86.400000,1.785468,1.749020,1.805332,0.579576,0,1212,0,47,110378,9066,12948,30141,19486,9113,0,89267,0,0,0,0,0,47,0.000000,0.038779,0.000000,0.040211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4532.193854,3654.171908,3996.191182,5015.244414,24.788178,24.210646,141.975758,148.350747,10.942593,1921.145416,0.111111,0.772321,0.092681,0.126193,0.071897,0.079952
215,430000,-0.264644,98.605597,6.014543,-372.4763,0.000698,56.2406,0.000000,0.3,10.5,1433,1,1432,0,0.0200,2.8800,3768,529,56,2,56,3768,0.430769,0.388133,0.013498,0.014862,0.000698,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.359927,-0.453309,-0.186566,-0.062189,38.727630,12.909210,0.000000,0.000000,0.000000,0.000000,-323.857286,-107.952429,-85.800000,1.807982,1.769328,1.830995,0.592095,0,819,0,28,100396,18298,3369,40234,32601,9114,0,66051,0,4,0,0,0,32,0.000000,0.034188,0.000000,0.020356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3800.715262,3248.259831,3614.015619,4098.482138,28.240869,31.057310,129.001384,126.447919,20.906843,1787.706329,0.333333,0.772649,0.099210,0.133467,0.079079,0.085085
216,432000,-0.452086,86.951698,6.045705,-377.3690,0.000696,60.7744,0.000000,0.3,11.1,1436,1,1435,0,0.0200,2.8800,3775,531,56,2,56,3775,0.430769,0.386664,0.013470,0.014834,0.000697,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.321876,-0.440625,-0.184142,-0.061381,40.818485,13.606162,0.000000,0.000000,0.000000,0.000000,-330.881279,-110.293760,-85.800000,1.821502,1.776302,1.849242,0.599503,0,1770,0,55,135314,17427,9094,51306,41830,6353,0,84008,0,14,0,0,0,69,0.000000,0.031073,0.000000,0.034499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3945.055218,3376.038553,3967.209587,4172.069355,20.850586,17.018002,145.033793,146.220766,-7.279683,1690.868741,0.140000,0.780260,0.106065,0.148473,0.080478,0.089243
217,434000,-0.256301,88.673682,6.069498,-383.5701,0.000694,63.9009,0.000000,0.2,11.1,1440,1,1439,0,0.0200,2.9200,3784,534,56,2,56,3784,0.430769,0.385965,0.013432,0.014799,0.000695,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.316367,-0.438789,-0.182007,-0.060669,40.029628,13.343209,0.000000,0.000000,0.000000,0.000000,-335.101171,-111.700390,-87.000000,1.839103,1.785941,1.867457,0.609067,0,1235,0,41,112310,16457,5627,41966,34126,5886,0,70344,0,0,0,0,0,41,0.000000,0.033198,0.000000,0.029429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4467.064887,3528.468774,4298.454119,5020.361651,25.595527,26.234330,135.647544,136.090142,0.509546,2161.948458,0.159091,0.771091,0.105779,0.153231,0.077735,0.086372
218,436000,-0.248358,80.166388,6.095678,-384.3450,0.000692,69.6350,0.000000,0.2,11.2,1445,1,1444,0,0.0200,2.9200,3794,539,56,2,56,3794,0.424242,0.384943,0.013386,0.014760,0.000693,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.275283,-0.425094,-0.176020,-0.058673,40.770697,13.590232,0.000000,0.000000,0.000000,0.000000,-336.664189,-112.221396,-87.000000,1.853658,1.793479,1.885850,0.616894,30,1511,2,52,133159,19503,12108,58394,46508,7115,3018,78056,0,2,0,0,2,54,0.066667,0.034414,0.000225,0.025876,9744.689611,9628.046438,9744.689611,9861.332784,39.303298,39.303298,128.540789,128.540789,28.298820,757.418314,0.000000,3769.670918,3285.423216,3609.435465,4020.779842,24.396087,21.729806,137.985532,140.305690,-9.847452,2102.029810,0.196078,0.774769,0.115995,0.177678,0.085286,0.085022
219,438000,-0.138097,81.938014,6.124186,-378.2332,0.000690,71.8095,0.000000,0.2,11.1,1449,1,1448,0,0.0200,2.9000,3803,542,58,2,58,3803,0.436090,0.384491,0.013809,0.015251,0.000691,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.307633,-0.435878,-0.175897,-0.058632,39.979423,13.326474,0.000000,0.000000,0.000000,0.000000,-330.328891,-110.109630,-86.400000,1.875693,1.814742,1.907713,0.628711,15,1071,1,35,107876,16390,6281,47936,36792,6733,882,60822,0,1,0,0,1,36,0.066667,0.032680,0.000139,0.022342,3701.395511,3701.395511,3701.395511,3701.395511,30.320956,30.320956,115.214183,115.214183,205.853412,3694.212652,1.000000,4156.334241,3256.891909,3689.114211,4399.042823,27.888040,30.961684,140.179838,147.963675,6.932194,2200.523243,0.243243,0.774264,0.114902,0.164467,0.084004,0.096234
